Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,Nemet Motors,153-03 Hillside Ave,,Jamaica,NY,11432,,718-523-5858,E,,Private,,,,,,,1,,,,,200-8,40.7075168,-73.8045108,2016-04-04,44343,2017-01-18 00:18:07 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Herba Nissan,320 N Comrie Ave,,Johnstown,NY,12095,,518-736-1300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,43.0251875,-74.3582604,2016-04-04,44344,2017-01-18 00:18:04 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Herba Nissan,320 N Comrie Ave,,Johnstown,NY,12095,,518-736-1300,E,,Private,,,,,,,1,,,,,200-8,43.0251875,-74.3582604,2016-04-04,44345,2017-01-18 00:18:04 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of Garden City,316 N Franklin St,,Hempstead,NY,11550,,516-483-4400,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,40.7170234,-73.6307003,2016-04-04,44346,2017-01-18 00:18:14 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of Garden City,316 N Franklin St,,Hempstead,NY,11550,,516-483-4400,E,,Private,,,,,,,1,,,,,200-8,40.7170234,-73.6307003,2016-04-04,44347,2017-01-18 00:18:14 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Simmons Rockwell Nissan,224 Colonial Dr,,Horseheads,NY,14845,,607-398-6666,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.162638,-76.868143,2016-04-04,44348,2017-01-18 00:18:11 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Simmons Rockwell Nissan,224 Colonial Dr,,Horseheads,NY,14845,,607-398-6666,E,,Private,,,,,,,1,,,,,200-8,42.162638,-76.868143,2016-04-04,44349,2017-01-18 00:18:11 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of Huntington,850 E Jericho Tpke,,Huntington Station,NY,11746,,631-439-7000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,40.8344012,-73.3799288,2016-04-04,44350,2017-01-18 00:20:00 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of Huntington,850 E Jericho Tpke,,Huntington Station,NY,11746,,631-439-7000,E,,Private,,,,,,,1,,,,,200-8,40.8344012,-73.3799288,2016-04-04,44351,2017-01-18 00:20:00 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.9476046,-74.0326396,2016-04-04,44352,2017-01-18 00:18:02 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Private,,,,,,,1,,,,,200-8,41.9476046,-74.0326396,2016-04-04,44353,2017-01-18 00:18:02 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Niagara Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,43.128609,-78.695729,2016-04-04,44354,2017-01-18 00:17:56 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Niagara Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Private,,,,,,,1,,,,,200-8,43.128609,-78.695729,2016-04-04,44355,2017-01-18 00:17:56 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of Middletown,4961 New York Route 17M,,New Hampton,NY,10958,,845-374-6555,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.408177,-74.414528,2016-04-04,44358,2017-01-18 00:19:19 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of Middletown,4961 New York Route 17M,,New Hampton,NY,10958,,845-374-6555,E,,Private,,,,,,,1,,,,,200-8,41.408177,-74.414528,2016-04-04,44359,2017-01-18 00:19:19 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of New Rochelle,2533 Palmer Ave,,New Rochelle,NY,10801,,914-576-7600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,40.9190459,-73.7768918,2016-04-04,44360,2017-01-18 00:19:15 UTC,P,,,2011-11-30,,,,,J1772
ELEC,Nissan of New Rochelle,2533 Palmer Ave,,New Rochelle,NY,10801,,914-576-7600,E,,Private,,,,,,,1,,,,,200-8,40.9190459,-73.7768918,2016-04-04,44361,2017-01-18 00:19:15 UTC,P,,,2011-11-30,,,,,J1772
CNG,Clean Energy - Commack Truck Garage,97 Crooked Hill Rd,Located at West End Highway Facility - Commack Truck Garage.,Commack,NY,11725,,800-920-1166,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,D M V CleanEnergy FuelMan Voyager Wright_Exp Trillium,,Q,3000,,,,,,,200-8,40.8062867,-73.2887939,2016-04-04,44844,2016-07-26 13:53:14 UTC,P,,,2011-11-30,,MD,,,
CNG,Trillium CNG - Suffolk County - Westhampton Airport,124 Old Riverhead Rd,,Westhampton Beach,NY,11978,,800-920-1166,E,,Public - Credit card at all times,7am-3pm M-F; call 800-920-1166 to set up an account,A D M V Voyager Wright_Exp Trillium,,Q,3000,,,,,,,200-8,40.8302999,-72.6468075,2017-01-11,44845,2017-01-18 02:47:08 UTC,P,,,2011-11-30,,MD,,,
ELEC,Smith Haven Mitsubishi,827 Jericho Tpk,,St. James,NY,11780,,877-540-2762,E,,Public,Dealership business hours,,,,,,1,,,,,200-8,40.8613738,-73.1468465,2016-04-04,45706,2017-01-18 00:29:36 UTC,P,,,2012-03-03,,,,,J1772
ELEC,Smith Haven Mitsubishi,827 Jericho Tpk,,St. James,NY,11780,,877-540-2762,E,,Private,,,,,,,1,,,,,200-8,40.8613738,-73.1468465,2016-04-04,45707,2017-01-18 00:29:36 UTC,P,,,2012-03-03,,,,,J1772
ELEC,MP GARDEN LLC,401 Bedford Park Blvd,"521; 2nd level of garage, Bedford Park side",Bronx,NY,10458,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8671646,-73.8831863,2017-02-15,46412,2017-02-15 10:08:27 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,47 E 21st St,UNIQUE PARKING; main level behind ticketing machine,New York,NY,10010,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7392845,-73.9879074,2017-02-15,46414,2017-02-15 10:25:42 UTC,,,,,,,,,NEMA520 J1772
ELEC,FedEx,130 Leroy St,,New York,NY,10014,,,E,,Private,,,,,,,8,,,,,GPS,40.7303419,-74.0082654,2016-06-03,46415,2017-01-18 02:14:19 UTC,P,,,2011-12-22,,,,,J1772
ELEC,Country Club Imports,55 Oneida St,,Oneonta,NY,13820,,607-432-2800,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,,,200-8,42.451651,-75.099859,2016-04-04,46417,2017-01-18 00:31:58 UTC,P,,,2012-04-15,,,,,J1772
ELEC,Green Mountain Electric Supply,319 Corinth Rd,,Queensbury,NY,12804,,855-443-3873,E,,Public,24 hours daily,,,,,,1,,,,,GPS,43.2962926,-73.6900844,2016-06-03,46418,2017-01-18 00:17:40 UTC,T,,,2012-02-22,,,,,J1772
ELEC,Enterprise Rent-A-Car,2481 Central Park Ave,Located in parking lot in front of Best Buy,Yonkers,NY,10710,,,E,,Private,,,,,,,2,,,,,GPS,40.98197556,-73.8285,2016-06-03,46421,2017-01-18 02:13:39 UTC,P,,,2012-04-01,,,,,J1772
E85,Brookhaven National Laboratory,Brookhaven Ave,"At Seventh St, Building 522.",Upton,NY,11973,,,E,,Private - Government only,Accept FuelMaster card,,,,,,,,,,,GPS,40.866844,-72.873323,2017-01-11,47311,2017-01-18 02:56:20 UTC,FG,8,U.S. Department of Energy,2012-05-15,,,,false,
ELEC,CARCHARGING,25 Beekman St,RAPID PARKING 1; See Valet attendant to use charging station.,New York,NY,10038,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7106361,-74.0061951,2017-02-15,47395,2017-02-15 10:15:48 UTC,,,,,,,,,NEMA520 J1772
ELEC,Enterprise Rent-A-Car,2900 Merrick Rd,,Wantagh,NY,11793,,,E,,Private,,,,,,,2,,,,,GPS,40.66355896,-73.519,2016-06-03,47397,2017-01-18 02:13:41 UTC,P,,,2012-05-01,,,,,J1772
ELEC,Enterprise Rent-A-Car,15 Tarrytown Rd,,White Plains,NY,10607,,,E,,Private,Rental car use only,,,,,,2,,,,,GPS,41.03667831,-73.78019,2016-06-03,47398,2017-01-18 02:13:42 UTC,P,,,2015-07-01,,,,,J1772
ELEC,Baron Nissan,235 Glen Cove Rd,,Greenvale,NY,11548,,516-621-2300,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,GPS,40.816267,-73.625869,2016-04-04,47721,2017-01-18 00:19:02 UTC,P,,,2012-01-31,,,,,J1772 CHADEMO
ELEC,Baron Nissan,235 Glen Cove Rd,,Greenvale,NY,11548,,516-621-2300,E,,Private,,,,,,,1,,,,,GPS,40.816267,-73.625869,2016-04-04,47722,2017-01-18 00:19:02 UTC,P,,,2012-01-31,,,,,J1772
CNG,Engineered Energy Solutions,108 Hoffman Ln,,Islandia,NY,11749,,631-702-5957,P,2017-04-15,PLANNED - not yet accessible (Public),24 hours daily,,,,3600,,,,,,,200-8,40.80511,-73.1879,2017-01-11,48009,2017-01-18 02:56:21 UTC,P,,,,,,,,
CNG,Town of Oyster Bay,150 Miller Pl,,Syosset,NY,11791,,,E,,Private,,,,B,3600,,,,,,,200-8,40.7978494,-73.5070828,2016-08-03,48010,2017-01-18 02:25:46 UTC,LG,,,2012-01-01,,HD,,,
ELEC,CARCHARGING,1114 6th Ave,ICON PKG #08; See Valet attendant for use.,New York,NY,10036,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7552452,-73.9834061,2017-02-15,48048,2017-02-15 10:07:59 UTC,,,,,,,,,J1772
ELEC,EVPASS,577 Solar Street,DST SST-1; 3 units at north end of lot next to bridge entry to mall,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.0664711,-76.1700592,2017-02-15,48093,2017-02-15 10:04:05 UTC,,,,,,,,,J1772
BD,Tri-State Biodiesel,531 Barretto St,,Bronx,NY,10474,,718-860-6600,E,,Public,8:30am-6pm M-F,Cash Checks A D M V,"B99, B20",,,,,,,,,GPS,40.810864,-73.888689,2016-06-03,48469,2017-01-18 02:12:56 UTC,P,,,2009-01-15,,,,,
BD,Schildwachter & Sons Oil,1400 Ferris Pl,,Bronx,NY,10461,,718-828-2500,E,,Private - Fleet customers only,Contact station to inquire about setting up an account,,B20,,,,,,,,,GPS,40.839006,-73.840856,2017-01-11,48470,2017-01-18 02:54:40 UTC,P,,,2001-10-15,,,,,
BD,Brookhaven National Laboratory,Brookhaven Ave,"At Seventh St, Building 522.",Upton,NY,11973,,,E,,Private - Government only,,,B20,,,,,,,,,GPS,40.866844,-72.873323,2017-01-11,48471,2017-01-18 02:56:20 UTC,FG,8,U.S. Department of Energy,2012-08-01,,,,,
ELEC,CARCHARGING,500 W 56th St,"THE WESTPORT; See Valet attendant for inistructions
THE WESTPORT #2; See Valet Attendant for instructions",New York,NY,10019,,888-758-4389,E,,Public,24 hours daily,,,,,1,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.7683006,-73.9896981,2017-02-15,48688,2017-02-15 10:08:10 UTC,,,,,,,,,J1772 NEMA520
ELEC,CHARGINGSTATION,241-267 County Road 39,REVCOELECSUPPLY,Southampton,NY,11968,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8997269,-72.3872375,2017-02-15,48689,2017-02-15 10:20:11 UTC,,,,,,,,,J1772
BD,Mirabito Travel Center,1166 Castle Creek Rd,,Castle Creek,NY,13744,,607-648-4425,E,,Public,24 hours daily,Cash Checks A D M V CFN FuelMan GasCard PHH Voyager Wright_Exp,B20,,,,,,,,,200-8,42.2316069,-75.916744,2016-04-06,48893,2017-01-18 02:04:41 UTC,P,,,2010-06-15,,,,,
CNG,Modern Disposal Services,4746 Model City Rd,,Lewiston,NY,14092,,,E,,Private,,,,T,3600,,,,,,,200-9,43.1830717,-78.9839748,2016-05-09,48907,2017-01-18 02:08:02 UTC,P,,,2012-01-31,,HD,,,
CNG,Village of Minoa,102 Kalin Dr,,Minoa,NY,13116,,315-656-3100,E,,Private - Fleet customers only,Customers may call 315-952-9945 to set up a fueling account,,,T,3600,,,,,,,GPS,43.077939,-75.997247,2016-06-03,49285,2017-01-18 02:18:12 UTC,LG,,,2012-09-15,,HD,,,
E85,New York State Thruway Authority - Clarence Travel Plaza,Milepost 412 Westbound,Between 48A (Pembroke) and 49 (Depew).,Clarence,NY,14031,,716-759-2308,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.95248,-78.60289,2017-02-01,49313,2017-02-01 20:12:06 UTC,P,,,2010-09-15,,,,false,
ELEC,CARCHARGING,450 WEST 42nd St.,"MIMA; See valet attendant for instructions
MIMA #2; See Valet attendant",New York,NY,10036,,888-758-4389,E,,Public,24 hours daily,,,,,1,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.7588966,-73.9944115,2017-02-15,49581,2017-02-15 10:08:00 UTC,,,,,,,,,J1772 NEMA520
ELEC,CARCHARGING,215 E 96th St,"CARNEGIE HILL#1; See valet attendant for instructions
CARNEGIE HILL#2; See Valet attendant for instructions.",New York,NY,10128,,888-758-4389,E,,Public,24 hours daily,,,,,1,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.7851764,-73.9479222,2017-02-15,49582,2017-02-15 10:08:40 UTC,,,,,,,,,J1772 NEMA520
ELEC,Bob Johnson Nissan,4000 W Ridge Rd,,Rochester,NY,14626,,585-227-3800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,43.2152094,-77.7348627,2016-04-08,49676,2017-01-18 00:17:55 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Bob Johnson Nissan,4000 W Ridge Rd,,Rochester,NY,14626,,585-227-3800,E,,Private,,,,,,,1,,,,,200-8,43.2152094,-77.7348627,2016-04-08,49677,2017-01-18 00:17:55 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Shults Nissan,311 Fluvanna Ave,,Jamestown,NY,14701,,716-484-2780,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.115119,-79.254203,2016-04-04,49932,2017-01-18 02:01:09 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Shults Nissan,311 Fluvanna Ave,,Jamestown,NY,14701,,716-484-2780,E,,Private,,,,,,,1,,,,,200-8,42.115119,-79.254203,2016-04-04,49933,2017-01-18 02:01:09 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Jim Harte Nissan,271 N Bedford Rd,,Mt. Kisco,NY,10549,,914-242-3990,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,GPS,41.218222,-73.718358,2016-04-04,49934,2017-01-18 00:19:57 UTC,P,,,2012-10-25,,,,,J1772 CHADEMO
ELEC,Jim Harte Nissan,271 N Bedford Rd,,Mt. Kisco,NY,10549,,914-242-3990,E,,Private,,,,,,,1,,,,,GPS,41.218222,-73.718358,2016-04-04,49935,2017-01-18 00:19:57 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Nissan of Queens,9325 Rockaway Blvd,,Ozone Park,NY,11417,,718-835-8300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,40.6811005,-73.8456932,2016-04-04,49938,2017-01-18 00:19:32 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Nissan of Queens,9325 Rockaway Blvd,,Ozone Park,NY,11417,,718-835-8300,E,,Private,,,,,,,1,,,,,200-8,40.6811005,-73.8456932,2016-04-04,49939,2017-01-18 00:19:32 UTC,P,,,2012-10-25,,,,,J1772
ELEC,Town of Penfield Library,1985 Baird Rd,,Penfield,NY,14526,,585-340-8720,E,,Public,6am-9pm daily,,,,,,1,,,,,200-8,43.137367,-77.464664,2017-02-01,49941,2017-02-01 20:07:38 UTC,LG,,,2012-04-01,,,,,J1772
LPG,Combined Energy Services,5070 Route 17M,corner of Musket Court,New Hampton,NY,10958,,845-294-4343,E,,Public,"8am-5pm M-F, 8am-2pm Sat",Cash Checks D M V,,,,,,,,,,200-8,41.3995723,-74.3840491,2017-01-11,50098,2017-01-18 01:10:28 UTC,P,,,,,,true,,
CNG,Waste Management - Rochester,1661 Mount Read Blvd,,Rochester,NY,14606,,,E,,Private,,,,T,3600,,,,,,,200-8,43.1848831,-77.6595373,2017-01-11,50266,2017-01-18 02:33:57 UTC,P,,,2013-03-11,,HD,,,
E85,Islandia Axim - Gulf,1395 Veterans Memorial Hwy,,Hauppauge,NY,11749,,631-348-1834,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.81302,-73.189425,2016-08-03,50339,2017-01-18 01:11:45 UTC,P,,,2012-01-15,,,,false,
E85,Farci Fuels,315 Patchogue Rd,,Port Jefferson Station,NY,11776,,631-509-4439,E,,Public,24 hours daily,Cash A D M V,,,,,,,,,,200-8,40.9320831,-73.052668,2016-08-03,50655,2017-01-18 02:42:11 UTC,P,,,2011-12-15,,,,false,
ELEC,Buffalo Niagara Medical Campus - Ellicott Street Lot,589 Ellicott St,,Buffalo,NY,14203,,716-218-7153,E,,Public,Lot business hours; pay lot,,,,,,4,,,,,200-8,42.895779,-78.868075,2016-06-30,50707,2017-01-18 02:23:58 UTC,P,,,2010-09-01,,,,,J1772
ELEC,Buffalo Niagara Medical Campus - Ellicott Street Parking,589 Ellicott St,Streetside parking adjacent to pay lot,Buffalo,NY,14203,,716-218-7153,E,,Public, 24 hours daily; metered parking,,,,,,2,,,,,200-8,42.895779,-78.868075,2016-06-30,50708,2017-01-18 02:20:40 UTC,P,,,2013-10-01,,,,,J1772
ELEC,Buffalo Niagara Medical Campus - High Street Ramp,134 High St,1st level,Buffalo,NY,14226,,716-218-7153,E,,Private,Employee use only,,,,,,10,,,,,200-8,42.900773,-78.863679,2016-06-30,50710,2017-01-18 02:23:59 UTC,P,,,2011-03-31,,,,,J1772
ELEC,CARCHARGING,214 W 88th St,CENTRAL PKG #1; See Valet Attendant to charge your vehicle,New York,NY,10024,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7892181,-73.9749593,2017-02-15,50711,2017-02-15 10:04:50 UTC,,,,,,,,,NEMA520 J1772
ELEC,Style Management Company,514 W 44th St,"For employees only.

For employees only.
",New York,NY,10036,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.761157,-73.995565,2017-02-15,50853,2017-02-15 08:16:29 UTC,,,,,,,,,J1772
ELEC,ShopRite Plaza,2333 Nott St E,,Niskayuna,NY,12309,,518-243-4565,E,,Public,24 hours daily,,,,,,4,,,,,200-8,42.8165908,-73.8898536,2016-04-04,50854,2017-01-18 01:34:16 UTC,P,,,2011-10-01,,,,,J1772
CNG,Cotton CNG,11363 Center Rd,,Sheridan,NY,14135,,716-672-2788,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,42.491411,-79.237449,2017-02-01,51034,2017-02-01 20:07:40 UTC,P,,,2013-02-14,,HD,,,
E85,76 Station,200 Route 112,,Port Jefferson Station,NY,11776,,631-474-0085,E,,Public - Credit card after hours,5am-12am daily,Cash A D M V Wright_Exp,,,,,,,,,,200-8,40.9320579,-73.0524924,2016-04-04,51049,2017-01-18 00:20:23 UTC,P,,,2012-06-15,,,,false,
ELEC,WOODLAKE,61 Woodlake Rd N,"STATION 01
STATION 02",Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,42.6774775,-73.8468005,2017-02-15,51095,2017-02-15 10:21:03 UTC,,,,,,,,,J1772
LPG,Kelley Farm & Garden,239 W Main St,Located at Route 7 and MacArthur Ave,Cobleskill,NY,12043,,518-234-2332,E,,Public,"7:30am-6pm M-Th and Sat, 7:30am-7pm F, 9am-4pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,42.6757268,-74.4987824,2017-01-11,51122,2017-01-18 02:31:18 UTC,P,,,,,,false,,
LPG,Combined Energy Services,6525 Route 209,Corner of Route 44/55 & 209,Kerhonkson,NY,12446,,845-626-0100,E,,Public,"8am-5pm M-F, 9am-12pm Sat",Cash Checks D M V,,,,,,,,,,200-8,41.771037,-74.311625,2017-01-11,51126,2017-01-18 01:09:17 UTC,P,,,2015-01-30,,,true,,
LPG,AmeriGas,6109 Robinson Rd,,Lockport,NY,14094,,716-625-8282,E,,Public - Call ahead,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,43.1328195,-78.7105464,2017-01-11,51127,2017-01-25 21:23:02 UTC,P,,,,,,false,,
LPG,NORCO Propane Energy Services,1770 Milestrip Rd,,North Collins,NY,14111,,716-337-3133,E,,Public,"8am-5pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-8,42.574881,-78.968878,2017-01-11,51128,2017-01-18 02:02:53 UTC,P,,,,,,false,,
LPG,NORCO Propane Energy Services,10400 Route 219,,Springville,NY,14141,,716-592-0322,E,,Public,"8am-4:30pm M-F, 8am-12pm Sat",Cash D M V,,,,,,,,,,200-8,42.4600375,-78.7009059,2017-01-11,51129,2017-01-18 02:54:41 UTC,P,,,,,,false,,
E85,Bays Mobil,2480 Route 44,,Salt Point,NY,12578,,845-677-2216,E,,Public,"6am-10pm M-F, 7am-10pm Sat-Sun",Cash A D M V GasCard Voyager Wright_Exp,,,,,,,,,,200-8,41.781388,-73.7597399,2016-04-04,51184,2017-01-18 02:01:40 UTC,P,,,2014-12-01,,,,false,
ELEC,TAITEM,110 S Albany St,"NS1-CHARGEPOINT; Located in front lawn, street side access",Ithaca,NY,14850,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.438969,-76.502064,2017-02-15,51294,2017-02-15 09:59:35 UTC,,,,,,,,,J1772
ELEC,GLENWOOD MGMT,300 E 56th St,"NS1-BRISTOL; Enter The Bristol garage from either E 56th or E 55th St entrance, see valet attendant for access ",New York,NY,10022,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.7582876,-73.9653908,2017-02-15,51296,2017-02-15 09:59:20 UTC,,,,,,,,,J1772
ELEC,LAFAYETTE BOYNT,901 Boynton Ave,"LAF BOYNT 1; Lot entrance at Story and Elder, charging station is immediately to the right of the entrance, between spaces 579 &amp; 580",Bronx,NY,10473,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.8214511,-73.8776415,2017-02-15,51297,2017-02-15 10:02:20 UTC,,,,,,,,,J1772
LPG,Cooperstown Shadow Brook,2149 Co Highway 31,,Cooperstown,NY,13326,,607-264-8431,E,,Public - Call ahead,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,GPS,42.816578,-74.825494,2017-01-11,51413,2017-01-18 02:31:13 UTC,P,,,,,,false,,
LPG,George Lumber,40 McKinley Ave,,Dolgeville,NY,13329,,315-429-9962,E,,Public,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,43.111485,-74.772604,2017-01-11,51415,2017-01-18 02:31:12 UTC,P,,,,,,false,,
LPG,Tractor Supply,716 Mohawk St,,Herkimer,NY,13350,,315-866-9770,E,,Public,"8am-8pm M-Sat, 9am-7pm Sun",Cash Checks A D M V,,,,,,,,,,GPS,43.018696,-74.993525,2017-01-11,51418,2017-01-18 02:03:32 UTC,P,,,,,,false,,
LPG,Buck's Carwash,6408 State Route 22,,Plattsburgh,NY,12901,,518-562-5906,E,,Public,"6am-10pm M-F, 7am-10pm Sat, 8am-9pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,44.7449689,-73.4694724,2017-01-11,51422,2017-01-18 02:54:48 UTC,P,,,,,,false,,
LPG,Buck's Discount,6114 State Route 22,,Plattsburgh,NY,12901,,518-561-7730,E,,Public,"6am-10:30pm M-F, 7am-10:30pm Sat, 7am-10pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,44.725418,-73.467871,2017-01-11,51423,2017-01-18 02:54:47 UTC,P,,,,,,false,,
LPG,Port Henry Service Center,4096 State Route 9 N,,Port Henry,NY,12974,,518-546-3574,E,,Public,"8am-6pm M-F, 8am-5pm Sat, 8am-2pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,44.033321,-73.461902,2017-01-11,51424,2017-01-18 02:03:06 UTC,P,,,,,,false,,
LPG,Kelly's Convenience Corner,4964 US Highway 20,,Springfield,NY,13468,,315-858-1108,E,,Public,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,42.840545,-74.882748,2017-01-11,51427,2017-01-18 02:55:22 UTC,P,,,,,,false,,
ELEC,Fairport Village Landing,30 S Main St,,Fairport,NY,14450,,585-223-0440,E,,Public,24 hours daily,,,,,,1,,,,,200-8,43.1004326,-77.4419733,2016-12-01,51537,2017-01-18 02:29:27 UTC,P,,,2013-03-10,,,,,J1772
CNG,Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,,Valhalla,NY,10595,,914-789-6723,E,,Public - Card key at all times,"9am-1pm, 5pm-7pm daily; call 718-204-4048 to arrange for card key",,,Q,3000,,,,,,,200-8,41.0816639,-73.8253792,2017-02-01,51610,2017-02-01 20:08:26 UTC,T,,,2013-03-01,,MD,,,
ELEC,WCS,2300 Southern Blvd,"NS1-ASIA; Located in the Asia Parking lot Gate A, access from Boston Road and 180th Street 
NS1-SOUTHERN; Located in Bronx Zoo Southern Parking Lot access from Southern Blvd and E 185th Street",Bronx,NY,10460,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,40.8502883,-73.8786113,2017-02-15,51676,2017-02-15 09:59:31 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,107 W 13th St,107 W 13TH ST; See valet attendant for instructions  on using the charging stations.,New York,NY,10011,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.736949,-73.9977963,2017-02-15,51680,2017-02-15 10:03:39 UTC,,,,,,,,,J1772
ELEC,BEAM CHARGING,860 5th Ave,860 FIFTH AVE; See valet attendant to use the charging station.,New York,NY,10065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.769134,-73.968707,2017-02-15,51681,2017-02-15 10:03:38 UTC,,,,,,,,,J1772
